#Digilent WaveForms Oscilloscope Acquisition
#Device Name: FYSE301_1
#Serial Number: SN:210321A1AD23
#Date Time: 2023-10-03 09:22:03.021
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 10 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-5.500000000000036e-05,-0.002948404793647506,-0.005592616259189443
-5.374999999999998e-05,-0.002615412597896389,-0.005256675075632882
-5.24999999999996e-05,-0.003947381380900253,-0.005592616259189596
-5.125000000000008e-05,-0.003947381380900253,-0.005256675075632882
-4.99999999999997e-05,-0.003281396989398321,-0.004920733892076015
-4.875000000000018e-05,-0.002615412597896389,-0.005256675075632882
-4.74999999999998e-05,-0.002615412597896389,-0.004920733892076015
-4.625000000000028e-05,-0.003281396989398018,-0.005256675075632729
-4.49999999999999e-05,-0.002615412597896389,-0.005256675075632882
-4.374999999999952e-05,-0.003281396989398018,-0.004920733892076167
-4.25e-05,-0.002615412597896389,-0.005256675075632882
-4.124999999999962e-05,-0.003614389185149438,-0.004920733892076015
-4.00000000000001e-05,-0.003947381380900253,-0.004920733892076015
-3.874999999999972e-05,-0.003947381380900253,-0.005592616259189749
-3.750000000000021e-05,-0.003614389185149287,-0.005256675075632882
-3.624999999999982e-05,-0.003281396989398321,-0.005592616259189749
-3.500000000000031e-05,-0.003614389185149136,-0.005592616259189749
-3.374999999999993e-05,-0.003281396989398321,-0.005592616259189749
-3.249999999999954e-05,-0.00328139698939817,-0.005256675075633034
-3.125000000000003e-05,-0.002948404793647355,-0.005592616259189749
-2.999999999999965e-05,-0.003281396989397866,-0.005592616259189749
-2.875000000000013e-05,-0.002282420402145423,-0.005592616259189749
-2.749999999999975e-05,-0.002615412597896389,-0.005592616259189749
-2.625000000000023e-05,-0.002948404793647203,-0.005256675075633034
-2.499999999999985e-05,-0.003281396989398321,-0.005592616259189749
-2.375000000000033e-05,-0.003614389185149136,-0.00492073389207632
-2.249999999999995e-05,-0.003281396989398321,-0.005256675075632882
-2.124999999999957e-05,-0.00328139698939817,-0.005256675075633034
-2.000000000000005e-05,-0.002948404793647355,-0.005592616259189749
-1.874999999999967e-05,-0.002615412597896389,-0.005592616259189749
-1.750000000000015e-05,-0.002615412597896389,-0.005256675075632882
-1.624999999999977e-05,-0.002282420402145423,-0.005592616259189749
-1.500000000000026e-05,-0.002948404793647052,-0.005592616259189749
-1.374999999999987e-05,-0.003281396989398321,-0.005592616259189749
-1.250000000000036e-05,-0.00394738138089995,-0.005928557442746463
-1.124999999999998e-05,-0.003614389185149287,-0.005592616259189749
-9.999999999999593e-06,-0.003614389185148832,-0.005256675075632882
-8.750000000000077e-06,-0.002615412597896389,-0.005256675075632882
-7.499999999999694e-06,-0.003281396989398321,-0.005256675075632882
-6.250000000000179e-06,-0.003281396989398321,-0.005592616259189749
-4.999999999999796e-06,-0.002615412597896389,-0.005256675075632882
-3.750000000000281e-06,-0.003281396989398018,-0.005256675075632882
-2.499999999999898e-06,-0.003281396989398321,-0.004920733892076015
-1.249999999999515e-06,-0.003614389185149136,-0.004584792708519452
0,-0.003281396989398321,-0.005256675075632882
1.250000000000383e-06,0.03800963528415986,-0.005256675075632424
2.499999999999898e-06,1.002022041982768,-0.00424885152496228
3.750000000000281e-06,1.004685979548776,-0.002905086790734811
4.999999999999796e-06,1.002355034178519,-0.00189726324006421
6.250000000000179e-06,1.001023065395515,-0.0005534985058367411
7.499999999999694e-06,0.9993581044167614,0.0001183838612766877
8.750000000000077e-06,0.9986921200252586,0.001798089779061329
1.000000000000046e-05,0.9996910966125115,0.002805913329732694
1.124999999999998e-05,0.9996910966125115,0.004485619247516267
1.250000000000036e-05,0.9986921200252586,0.005493442798187479
1.374999999999987e-05,0.9986921200252586,0.006837207532414336
1.500000000000026e-05,0.9980261356337568,0.007509089899528071
1.624999999999977e-05,0.9980261356337568,0.008516913450198213
1.750000000000015e-05,0.9976931434380057,0.009524737000869275
1.874999999999967e-05,0.9980261356337566,0.01086850173509613
2.000000000000005e-05,0.9983591278295078,0.01254820765288108
2.125000000000044e-05,0.9980261356337568,0.013891972387109
2.249999999999995e-05,0.9980261356337568,0.01489979593777915
2.375000000000033e-05,0.9976931434380057,0.01590761948844975
2.499999999999985e-05,0.9973601512422549,0.01691544303912035
2.625000000000023e-05,0.9976931434380057,0.01893109014046156
2.749999999999975e-05,0.9980261356337566,0.01960297250757499
2.875000000000013e-05,0.9986921200252586,0.02094673724180276
2.999999999999965e-05,0.9980261356337571,0.0219545607924729
3.125000000000003e-05,0.9976931434380057,0.02296238434314396
3.250000000000041e-05,0.9970271590465042,0.02430614907737204
3.374999999999993e-05,0.9976931434380057,0.0256499138115989
3.500000000000031e-05,0.9980261356337568,0.0266577373622695
3.624999999999982e-05,0.9973601512422549,0.02800150209649697
3.750000000000021e-05,0.9976931434380057,0.02934526683072444
3.874999999999972e-05,0.9976931434380057,0.03035309038139458
4.00000000000001e-05,0.9980261356337568,0.03203279629917937
4.125000000000049e-05,0.9973601512422549,0.03304061984985028
4.25e-05,0.9973601512422549,0.03371250221696371
4.375000000000039e-05,0.9976931434380057,0.03539220813474835
4.49999999999999e-05,0.9976931434380057,0.03606409050186177
4.625000000000028e-05,0.9973601512422549,0.03740785523608925
4.74999999999998e-05,0.9973601512422549,0.03875161997031672
4.875000000000018e-05,0.9980261356337568,0.03975944352098731
4.99999999999997e-05,0.9976931434380059,0.04076726707165746
5.125000000000008e-05,0.9973601512422549,0.04177509062232852
5.250000000000046e-05,0.9976931434380057,0.0431188553565566
5.374999999999998e-05,0.9976931434380057,0.04446262009078346
5.500000000000036e-05,0.9970271590465039,0.04614232600856794
5.624999999999988e-05,0.9970271590465039,0.04647826719212466
5.750000000000026e-05,0.9970271590465039,0.04782203192635213
5.874999999999977e-05,0.9970271590465039,0.04916579666057899
6.000000000000016e-05,0.9970271590465039,0.0501736202112502
6.124999999999967e-05,0.9970271590465039,0.05084550257836363
6.250000000000006e-05,0.9976931434380057,0.05286114967970514
6.375000000000044e-05,0.9976931434380056,0.05353303204681917
6.499999999999995e-05,0.9973601512422549,0.0542049144139326
6.625000000000034e-05,0.9970271590465039,0.05588462033171694
6.749999999999985e-05,0.9973601512422549,0.05689244388238754
6.875000000000023e-05,0.9980261356337568,0.05756432624950127
6.999999999999975e-05,0.9983591278295076,0.05857214980017142
7.125000000000013e-05,0.9970271590465039,0.06092373808506995
7.249999999999965e-05,0.9973601512422547,0.06159562045218338
