Date (s),Itot (A)
9.64113e-08,4.666003144503716e-16
1.15656e-07,4.666004796909728e-16
1.38749e-07,4.666002706709644e-16
1.66461e-07,4.666004062870007e-16
1.99715e-07,4.666003147653383e-16
2.3962e-07,4.666003836672887e-16
2.87507e-07,4.666003512534746e-16
3.4497e-07,4.666003195522626e-16
4.13926e-07,4.666003179117215e-16
4.96673e-07,4.6660033262417e-16
5.9597e-07,4.666003309125035e-16
7.15126e-07,4.666004318128633e-16
8.57563e-07,4.66600316350547e-16
9.28782e-07,4.666004161067843e-16
1e-06,4.666003812423575e-16
