
16/12/2021 15:20:41
/home/radef/kimmo/ecorce_sim/mos_n_2_device
nmosfet
Xe_gate

Itot Drain as a function of Date Drain
Date (s),Itot (A/Î¼m)
0,4.631475636842243e-16
1e-15,4.613404278701326e-16
2e-15,4.659807081032321e-16
3.2e-15,4.585564635555724e-16
4.64e-15,4.701074616321499e-16
6.368e-15,4.598662268646729e-16
7.50948e-15,4.662497287973277e-16
8.27046e-15,4.583148280279343e-16
8.77779e-15,4.796669341133861e-16
9.18519e-15,4.520770246272146e-16
9.5926e-15,4.782496993435799e-16
9.7284e-15,3.921184728363308e-16
9.8642e-15,5.190583337625323e-16
9.9321e-15,3.918106343908619e-16
1e-14,-0.0004140540593267349
1.00273e-14,6.372696475648206e-08
1.00404e-14,1.269329202688939e-07
1.00514e-14,2.109816022838296e-07
1.00614e-14,3.190069063957815e-07
1.00714e-14,4.631863016718447e-07
1.00814e-14,6.479540344986129e-07
1.00914e-14,8.773950668318132e-07
1.01014e-14,1.155216298035365e-06
1.01114e-14,1.484720688406997e-06
1.01214e-14,1.868785468271032e-06
1.01314e-14,2.309845521707998e-06
1.01414e-14,2.80988266550389e-06
1.01514e-14,3.370421411186245e-06
1.01614e-14,3.992531353602773e-06
1.01714e-14,4.676836205021952e-06
1.0182e-14,5.471340626812767e-06
1.01932e-14,6.389634325382905e-06
1.0205e-14,7.447989608049649e-06
1.02175e-14,8.656202435975684e-06
1.02305e-14,1.00154996455093e-05
1.02441e-14,1.154052858133209e-05
1.02583e-14,1.324469715893492e-05
1.02732e-14,1.514126702215452e-05
1.02888e-14,1.724296549094646e-05
1.03052e-14,1.956172332295277e-05
1.03224e-14,2.210840100920991e-05
1.03404e-14,2.489253451046794e-05
1.03594e-14,2.79221007994868e-05
1.03793e-14,3.120332279329312e-05
1.04003e-14,3.474050956608529e-05
1.04224e-14,3.853594534141773e-05
1.04456e-14,4.258982135695396e-05
1.047e-14,4.690020844670499e-05
1.04958e-14,5.146306392530316e-05
1.05229e-14,5.627225843064443e-05
1.05515e-14,6.346831741628066e-05
1.05817e-14,6.656778408415963e-05
1.06135e-14,7.205663647197754e-05
1.06471e-14,7.774681512026947e-05
1.06827e-14,8.362174015277933e-05
1.07203e-14,9.035524290331564e-05
1.07602e-14,9.584555702801638e-05
1.08024e-14,0.0001021467704896509
1.08473e-14,0.0001085341903017653
1.08951e-14,0.0001149697848020613
1.09308e-14,0.0001195114286861117
1.09664e-14,0.0001238377199738154
1.10021e-14,0.0001304068751638811
1.10449e-14,0.0001325953697450037
1.10963e-14,0.0001375974611545417
1.11517e-14,0.0001431106955582933
1.1209e-14,0.0001482144757875134
1.12685e-14,0.0001531926012484658
1.13304e-14,0.0001580670797138885
1.1395e-14,0.0001628568047362796
1.14624e-14,0.0001675769420899206
1.1533e-14,0.0001722393848303374
1.16068e-14,0.0001768539140901888
1.16842e-14,0.0001814284159603149
1.17652e-14,0.0001861357168328079
1.18503e-14,0.000190365461734186
1.19395e-14,0.0001949678176354197
1.20332e-14,0.0001994339800252422
1.2132e-14,-0.0002516699203026317
1.22369e-14,0.0001391528216640577
1.23479e-14,0.000215358479790409
1.24665e-14,0.0002189099086562764
1.2595e-14,0.0002236153111254886
1.2734e-14,0.0002284233685821854
1.28845e-14,0.0002333283682277754
1.30405e-14,0.0002381189024544881
1.32013e-14,0.0002427758027590328
1.33713e-14,0.0002474151535874247
1.35512e-14,0.0002520404998491701
1.37416e-14,0.0002566442647661875
1.39429e-14,0.0002612186156104398
1.41556e-14,0.0002657555079740244
1.43803e-14,0.0002702461307081169
1.46175e-14,0.0002746811039640446
1.48678e-14,0.0002790506768620023
1.51317e-14,0.0002833443393271958
1.54093e-14,0.0002875442327286583
1.57016e-14,0.0002916456764384548
1.60091e-14,0.0002956370329039591
1.63315e-14,0.0002994946056571739
1.66696e-14,0.000303210976846093
1.70244e-14,0.0003067802900976244
1.7394e-14,0.0003101683157060461
1.7781e-14,0.0003133824459300846
1.8185e-14,0.0003164053243723728
1.8602e-14,0.0003191968380486449
1.87411e-14,0.0003200572660341281
1.88801e-14,0.0003208843207350269
1.89496e-14,0.0003212855284883728
1.90191e-14,0.0003216787135633702
1.91025e-14,0.0003221191129316802
1.92026e-14,0.0003225460071987065
1.93227e-14,0.0003228420898272274
1.94668e-14,0.0003228184681132294
1.96398e-14,0.0003222306078922663
1.98305e-14,0.0003210408252167446
1.99258e-14,0.000320364969075507
2.00212e-14,0.000319660944057215
2.01356e-14,0.0003188186928499713
2.0273e-14,0.0003178117350473251
2.04377e-14,0.0003166087560419551
2.06355e-14,0.0003151728583508744
2.08728e-14,0.000313460819773035
2.11575e-14,0.0003114221634704207
2.14992e-14,0.0003089984126884585
2.19092e-14,0.0003061223144127401
2.24013e-14,0.0003027172924115088
2.29917e-14,0.0002986974405587179
2.37002e-14,0.000293967789777831
